experiment,condition,sample,seed,n,k,r,rx,rz,measurement,probe,result,timed_out,timeout_seconds,build_seconds,solve_seconds,decisions,conflicts,propagations,rlimit_count,assertions,row_operation_variables
rank_sweep,css,5,73525171,18,4,14,7,7,base,,sat,False,300.0,0.060511375,0.022722333,3111,1173,85140,15047163695,612,98
rank_sweep,css,6,1418801490,18,4,14,7,7,base,,sat,False,300.0,0.060237125,0.122495916,16160,8702,700228,15048599539,612,98
rank_sweep,css,7,1311941895,18,4,14,7,7,base,,sat,False,300.0,0.059587708,0.015739792,1516,678,38638,15049140459,612,98
rank_sweep,css,8,1809079194,18,4,14,7,7,base,,sat,False,300.0,0.058398250,0.014238417,806,319,26386,15049538564,612,98
rank_sweep,css,9,2016830087,18,4,14,7,7,base,,sat,False,300.0,0.060487167,0.011930375,400,167,11574,15049880271,612,98
rank_sweep,css,0,1848727416,18,4,14,12,2,base,,sat,False,300.0,0.064257083,0.086531250,9534,6003,566839,15050965160,612,148
rank_sweep,css,1,2079904691,18,4,14,12,2,base,,sat,False,300.0,0.064502250,0.266628458,24771,18442,1870599,15053461620,612,148
rank_sweep,css,2,921629516,18,4,14,12,2,base,,sat,False,300.0,0.062574750,0.076866667,8478,4860,419901,15054268290,612,148
rank_sweep,css,3,285401426,18,4,14,12,2,base,,sat,False,300.0,0.062528958,0.122340917,12754,8832,881230,15055595164,612,148
rank_sweep,css,4,866382619,18,4,14,12,2,base,,sat,False,300.0,0.063427000,0.174439083,15024,9819,1068862,15057153141,612,148
rank_sweep,css,5,222453245,18,4,14,12,2,base,,sat,False,300.0,0.061487541,0.074870250,8377,5529,475887,15058004421,612,148
rank_sweep,css,6,158517913,18,4,14,12,2,base,,sat,False,300.0,0.063538209,0.165268250,14900,10029,1170915,15059710009,612,148
rank_sweep,css,7,2028293932,18,4,14,12,2,base,,sat,False,300.0,0.063602750,0.101333833,9242,6591,742947,15060828160,612,148
rank_sweep,css,8,1709905573,18,4,14,12,2,base,,sat,False,300.0,0.063655583,0.058986208,7017,3849,342467,15061540279,612,148
rank_sweep,css,9,1304783499,18,4,14,12,2,base,,sat,False,300.0,0.078082542,0.034093750,4095,2314,179406,15062037395,612,148
rank_sweep,css,0,1304104069,18,4,14,13,1,base,,sat,False,300.0,0.064467959,2.269815375,136054,116363,17539848,15081559909,612,170
rank_sweep,css,1,1495413180,18,4,14,13,1,base,,sat,False,300.0,0.064486791,67.643006042,1774052,1480675,213379025,15320696828,612,170
rank_sweep,css,2,17424559,18,4,14,13,1,base,,sat,False,300.0,0.126138208,117.229734792,3013172,2638249,428302986,15787436718,612,170
rank_sweep,css,3,815124535,18,4,14,13,1,base,,sat,False,300.0,0.127309125,265.126011875,6740848,5556562,812485114,16671856398,612,170
rank_sweep,css,4,1572102837,18,4,14,13,1,base,,sat,False,300.0,0.130911958,124.508369458,2905398,2512558,425445930,17133597590,612,170
rank_sweep,css,5,137684016,18,4,14,13,1,base,,sat,False,300.0,0.129647875,103.650506542,2402502,2007004,356828452,17521054237,612,170
rank_sweep,css,6,48517670,18,4,14,13,1,base,,sat,False,300.0,0.132183000,10.052800583,352438,292561,36836538,17562580803,612,170
rank_sweep,css,7,826616751,18,4,14,13,1,base,,sat,False,300.0,0.126566791,36.662886208,988574,871845,145199531,17722504010,612,170
rank_sweep,css,8,735871761,18,4,14,13,1,base,,sat,False,300.0,0.123690375,1.811462625,73304,59798,7272319,17731106571,612,170
rank_sweep,css,9,858587638,18,4,14,13,1,base,,sat,False,300.0,0.128471084,76.920937084,2079385,1828312,296294531,18053093669,612,170
rank_sweep,css,0,411256072,18,4,14,14,0,base,,unknown,True,300.0,0.129812584,300.009675708,6877935,5630999,783497808,18919338610,486,196
rank_sweep,css,1,2033717012,18,4,14,14,0,base,,unknown,True,300.0,0.130941291,300.010849167,6735670,5193212,655941163,19667072026,444,196
rank_sweep,css,2,409799805,18,4,14,14,0,base,,unknown,True,300.0,0.133109208,300.008681000,7021884,5812197,784483692,20535534849,486,196
rank_sweep,css,3,938525695,18,4,14,14,0,base,,sat,False,300.0,0.133975250,296.180058791,6328621,5263735,730190960,21327974387,612,196
rank_sweep,css,4,1897309718,18,4,14,14,0,base,,unknown,True,300.0,0.134445875,300.014240833,7886421,5949186,849504653,22282769665,500,196
rank_sweep,css,5,1897164046,18,4,14,14,0,base,,unknown,True,300.0,0.132606500,300.017095958,7506571,5876081,791697779,23181040558,486,196
rank_sweep,css,6,1989844299,18,4,14,14,0,base,,unknown,True,300.0,0.131633625,300.006996041,6731230,5705932,791771751,24051637661,472,196
rank_sweep,css,7,2120593747,18,4,14,14,0,base,,unknown,True,300.0,0.129455125,300.017270750,7194269,5865450,768911887,24905792329,472,196
rank_sweep,css,8,239734706,18,4,14,14,0,base,,unknown,True,300.0,0.129840833,300.019050500,7106575,5754885,744234104,25730490557,486,196
rank_sweep,css,9,723197115,18,4,14,14,0,base,,unknown,True,300.0,0.129526334,300.016507708,6258523,5104827,731326925,26540303715,500,196
row_mixing,clean,0,1577075383,14,2,12,6,6,base,,sat,False,300.0,0.162788959,0.087385208,5037,3029,272227,786431352,560,144
row_mixing,mixed,0,1577075383,14,2,12,6,6,base,,sat,False,300.0,0.161304375,0.350448417,10613,7555,1219311,788027247,560,144
row_mixing,clean,1,1468214452,14,2,12,6,6,base,,sat,False,300.0,0.159109500,0.024423000,380,179,18024,788196791,560,144
row_mixing,mixed,1,1468214452,14,2,12,6,6,base,,sat,False,300.0,0.166403458,0.052901459,1671,856,107783,788502590,560,144
row_mixing,clean,2,731009035,14,2,12,6,6,base,,sat,False,300.0,0.158291375,0.022815334,464,155,16159,788667227,560,144
row_mixing,mixed,2,731009035,14,2,12,6,6,base,,sat,False,300.0,0.166488792,0.070687334,2697,1416,176631,789070801,560,144
row_mixing,clean,3,903642801,14,2,12,6,6,base,,sat,False,300.0,0.161484250,0.037940666,1026,518,70596,789311680,560,144
row_mixing,mixed,3,903642801,14,2,12,6,6,base,,sat,False,300.0,0.165679833,0.317453542,11323,7570,1227760,790889512,560,144
row_mixing,clean,4,2071493632,14,2,12,6,6,base,,sat,False,300.0,0.159292083,0.059134000,2879,1412,129039,791214188,560,144
row_mixing,mixed,4,2071493632,14,2,12,6,6,base,,sat,False,300.0,0.204358541,0.541188958,16096,13210,2604149,794276912,560,144
row_mixing,clean,5,659763255,14,2,12,6,6,base,,sat,False,300.0,0.158233708,0.029695583,909,427,38716,794478124,560,144
row_mixing,mixed,5,659763255,14,2,12,6,6,base,,sat,False,300.0,0.160417083,0.165739333,5398,3326,520158,795289917,560,144
row_mixing,clean,6,1284349582,14,2,12,6,6,base,,sat,False,300.0,0.160088500,0.020468750,190,71,5785,795432146,560,144
row_mixing,mixed,6,1284349582,14,2,12,6,6,base,,sat,False,300.0,0.166648750,0.043069750,1085,614,64952,795689114,560,144
row_mixing,clean,7,281769679,14,2,12,6,6,base,,sat,False,300.0,0.161101167,0.031667209,1057,412,43793,795901114,560,144
row_mixing,mixed,7,281769679,14,2,12,6,6,base,,sat,False,300.0,0.167631125,0.066460959,2730,1574,180331,796297665,560,144
row_mixing,clean,8,1980401660,14,2,12,6,6,base,,sat,False,300.0,0.156582375,0.018147500,77,26,2433,796432949,560,144
row_mixing,mixed,8,1980401660,14,2,12,6,6,base,,sat,False,300.0,0.164464375,0.059782000,1926,1402,164263,796788084,560,144
row_mixing,clean,9,935747511,14,2,12,6,6,base,,sat,False,300.0,0.156856416,0.024205917,457,171,16766,796961513,560,144
row_mixing,mixed,9,935747511,14,2,12,6,6,base,,sat,False,300.0,0.160503125,0.047589959,1363,712,96174,797251589,560,144
row_mixing,clean,0,20490234,16,2,14,7,7,base,,sat,False,300.0,0.232811166,0.057174625,2569,924,99767,797607095,736,196
row_mixing,mixed,0,20490234,16,2,14,7,7,base,,sat,False,300.0,0.239482167,0.179644959,6996,3547,593708,798581529,736,196
row_mixing,clean,1,2066795108,16,2,14,7,7,base,,sat,False,300.0,0.236545000,0.043504750,1000,445,52813,798868755,736,196
row_mixing,mixed,1,2066795108,16,2,14,7,7,base,,sat,False,300.0,0.233236750,6.753578541,140820,108603,26099871,828489198,736,196
row_mixing,clean,2,1820350657,16,2,14,7,7,base,,sat,False,300.0,0.230813833,0.040550250,932,359,38508,828753790,736,196
row_mixing,mixed,2,1820350657,16,2,14,7,7,base,,sat,False,300.0,0.241395458,0.208774333,8119,6268,912925,830038064,736,196
row_mixing,clean,3,1080861367,16,2,14,7,7,base,,sat,False,300.0,0.231806000,0.049709208,2207,641,61570,830344419,736,196
row_mixing,mixed,3,1080861367,16,2,14,7,7,base,,sat,False,300.0,0.243323375,0.165746250,6376,3837,504987,831191417,736,196
row_mixing,clean,4,306689285,16,2,14,7,7,base,,sat,False,300.0,0.236889500,0.046213917,1285,458,50226,831480271,736,196
row_mixing,mixed,4,306689285,16,2,14,7,7,base,,sat,False,300.0,0.252676250,0.212136334,7200,4897,760638,832634839,736,196
row_mixing,clean,5,1333194299,16,2,14,7,7,base,,sat,False,300.0,0.230261500,0.036586458,1008,270,30794,832885093,736,196
row_mixing,mixed,5,1333194299,16,2,14,7,7,base,,sat,False,300.0,0.246637333,0.113367542,3690,2346,342633,833538427,736,196
row_mixing,clean,6,661745150,16,2,14,7,7,base,,sat,False,300.0,0.227975459,0.039579750,1175,434,35640,833804480,736,196
row_mixing,mixed,6,661745150,16,2,14,7,7,base,,sat,False,300.0,0.245284292,0.245560916,8337,5342,897463,835096715,736,196
row_mixing,clean,7,559434326,16,2,14,7,7,base,,sat,False,300.0,0.235059542,0.453188250,17012,8513,1295954,836978114,736,196
row_mixing,mixed,7,559434326,16,2,14,7,7,base,,sat,False,300.0,0.244768917,75.092372458,850443,799671,240834718,1092655523,736,196
row_mixing,clean,8,734394819,16,2,14,7,7,base,,sat,False,300.0,0.241609625,0.270100583,11029,5154,616593,1093696389,736,196
row_mixing,mixed,8,734394819,16,2,14,7,7,base,,sat,False,300.0,0.248001250,0.855712875,13962,11519,3064789,1097609191,736,196
row_mixing,clean,9,795491137,16,2,14,7,7,base,,sat,False,300.0,0.233173750,0.152895458,5990,2721,325607,1098279905,736,196
row_mixing,mixed,9,795491137,16,2,14,7,7,base,,sat,False,300.0,0.250727709,4.155037166,99661,84224,20845483,1120650222,736,196
row_mixing,clean,0,744743438,18,2,16,8,8,base,,sat,False,300.0,0.331334375,0.439263209,18289,7214,1045531,1122392529,936,256
row_mixing,mixed,0,744743438,18,2,16,8,8,base,,sat,False,300.0,0.341351458,52.421970458,1011161,815626,213040285,1349843777,936,256
row_mixing,clean,1,660288022,18,2,16,8,8,base,,sat,False,300.0,0.370369292,0.303259292,6005,2796,394862,1350678860,936,256
row_mixing,mixed,1,660288022,18,2,16,8,8,base,,sat,False,300.0,0.340245791,0.379450291,13471,8765,1637392,1352849665,936,256
row_mixing,clean,2,1997554587,18,2,16,8,8,base,,sat,False,300.0,0.333554209,0.397076083,16920,9104,1245574,1354695080,936,256
row_mixing,mixed,2,1997554587,18,2,16,8,8,base,,sat,False,300.0,0.338389791,34.694273250,711414,592735,155709716,1522456640,936,256
row_mixing,clean,3,127108252,18,2,16,8,8,base,,sat,False,300.0,0.329409416,0.191754958,8263,3954,627803,1523511794,936,256
row_mixing,mixed,3,127108252,18,2,16,8,8,base,,sat,False,300.0,0.355544291,38.857481750,562564,476731,156254869,1692156792,936,256
row_mixing,clean,4,1857963596,18,2,16,8,8,base,,sat,False,300.0,0.337230917,4.089265167,132965,84575,13881704,1708876358,936,256
row_mixing,mixed,4,1857963596,18,2,16,8,8,base,,unknown,True,300.0,0.341546500,300.030214709,1331896,1273952,464689734,2226019004,616,256
row_mixing,clean,5,1742299496,18,2,16,8,8,base,,sat,False,300.0,0.332282250,0.128158041,5424,2482,344292,2226749996,936,256
row_mixing,mixed,5,1742299496,18,2,16,8,8,base,,unknown,True,300.0,0.351241125,300.031203833,1798397,1690773,611227530,2910153125,648,256
row_mixing,clean,6,355192816,18,2,16,8,8,base,,sat,False,300.0,0.340370625,0.061720416,1978,617,74442,2910551940,936,256
row_mixing,mixed,6,355192816,18,2,16,8,8,base,,sat,False,300.0,0.349019541,0.478743584,19965,15374,2220050,2913335758,936,256
row_mixing,clean,7,1153739895,18,2,16,8,8,base,,sat,False,300.0,0.333133000,0.145940833,8377,3122,374746,2914148042,936,256
row_mixing,mixed,7,1153739895,18,2,16,8,8,base,,sat,False,300.0,0.354155458,136.933605958,1887837,1648219,566791520,3518667310,936,256
row_mixing,clean,8,720867645,18,2,16,8,8,base,,sat,False,300.0,0.358350292,0.299199667,15731,6939,827085,3520068902,936,256
row_mixing,mixed,8,720867645,18,2,16,8,8,base,,unknown,True,300.0,0.352740375,300.032572625,2781838,2534373,980277189,4579492786,712,256
row_mixing,clean,9,1946689124,18,2,16,8,8,base,,sat,False,300.0,0.433408833,0.110468458,3855,1658,216801,4580062138,936,256
row_mixing,mixed,9,1946689124,18,2,16,8,8,base,,sat,False,300.0,0.400673167,238.644529833,2480685,2320054,836159248,5474046375,936,256
