experiment,condition,sample,seed,n,k,r,rx,rz,measurement,probe,source,target,witness_target,result,timed_out,timeout_seconds,build_seconds,solve_seconds,decisions,conflicts,propagations,rlimit_count,assertions,row_operation_variables
permutation_survival,C,0,1937133688,18,2,16,8,8,invalid_mapping,2,2,17,8,unsat,False,300.0,0.187765833,0.298544042,11809,6755,810851,40948114,649,128
permutation_survival,A,1,1658226446,18,2,16,8,8,base,,,,,sat,False,300.0,0.367667125,0.479204416,20041,9592,1304605,43032264,936,256
permutation_survival,A,1,1658226446,18,2,16,8,8,invalid_mapping,0,2,12,2,unsat,False,300.0,0.369044625,0.397188167,12673,7882,1283092,45021023,937,256
permutation_survival,A,1,1658226446,18,2,16,8,8,invalid_mapping,1,6,16,0,unsat,False,300.0,0.368395959,0.236659916,8904,4370,549996,46120918,937,256
permutation_survival,A,1,1658226446,18,2,16,8,8,invalid_mapping,2,15,7,9,unsat,False,300.0,0.374861292,0.048564583,602,274,21261,46521545,937,256
permutation_survival,B1,1,1658226446,18,2,16,8,8,base,,,,,sat,False,300.0,0.379642958,0.183250208,7272,2867,494501,47558638,936,256
permutation_survival,B1,1,1658226446,18,2,16,8,8,invalid_mapping,0,2,12,2,unsat,False,300.0,0.373896083,0.085799292,2396,1050,150224,48153479,937,256
permutation_survival,B1,1,1658226446,18,2,16,8,8,invalid_mapping,1,6,16,0,unsat,False,300.0,0.379449000,0.115187583,2308,1101,275065,48897475,937,256
permutation_survival,B1,1,1658226446,18,2,16,8,8,invalid_mapping,2,15,7,9,unsat,False,300.0,0.374365875,0.070622250,650,233,32342,49298408,937,256
permutation_survival,B2,1,1658226446,18,2,16,8,8,base,,,,,sat,False,300.0,0.423547542,0.028877958,0,0,0,49589890,936,128
permutation_survival,B2,1,1658226446,18,2,16,8,8,invalid_mapping,0,2,12,2,unsat,False,300.0,0.513157458,0.008133875,0,0,0,49633735,937,128
permutation_survival,B2,1,1658226446,18,2,16,8,8,invalid_mapping,1,6,16,0,unsat,False,300.0,0.520363791,0.005117125,0,0,0,49665507,937,128
permutation_survival,B2,1,1658226446,18,2,16,8,8,invalid_mapping,2,15,7,9,unsat,False,300.0,0.352540500,0.004307292,0,0,0,49696321,937,128
permutation_survival,C,1,1658226446,18,2,16,8,8,base,,,,,sat,False,300.0,0.178563459,0.073269834,3995,1536,138812,50082859,648,128
permutation_survival,C,1,1658226446,18,2,16,8,8,invalid_mapping,0,2,12,2,unsat,False,300.0,0.174324167,0.005015291,0,0,0,50114754,649,128
permutation_survival,C,1,1658226446,18,2,16,8,8,invalid_mapping,1,6,16,0,unsat,False,300.0,0.209416333,0.059258708,3709,1322,96137,50451317,649,128
permutation_survival,C,1,1658226446,18,2,16,8,8,invalid_mapping,2,15,7,9,unsat,False,300.0,0.170297208,0.125388917,9452,4596,323626,51116397,649,128
permutation_survival,A,2,592908796,18,2,16,8,8,base,,,,,sat,False,300.0,0.381970166,0.200316167,8615,4492,665681,52320279,936,256
permutation_survival,A,2,592908796,18,2,16,8,8,invalid_mapping,0,13,0,17,unsat,False,300.0,0.374252500,0.062906458,1187,575,63881,52759197,937,256
permutation_survival,A,2,592908796,18,2,16,8,8,invalid_mapping,1,12,17,14,unsat,False,300.0,0.376243209,0.023553000,0,0,0,53030321,937,256
permutation_survival,A,2,592908796,18,2,16,8,8,invalid_mapping,2,3,8,7,unsat,False,300.0,0.376108625,0.006416875,0,0,0,53083239,937,256
permutation_survival,B1,2,592908796,18,2,16,8,8,base,,,,,sat,False,300.0,0.367853208,0.114060417,5569,1895,275865,53808278,936,256
permutation_survival,B1,2,592908796,18,2,16,8,8,invalid_mapping,0,13,0,17,unsat,False,300.0,0.364641167,0.080495666,2594,945,123246,54320374,937,256
permutation_survival,B1,2,592908796,18,2,16,8,8,invalid_mapping,1,12,17,14,unsat,False,300.0,0.367395959,0.047093750,480,68,9177,54706784,937,256
permutation_survival,B1,2,592908796,18,2,16,8,8,invalid_mapping,2,3,8,7,unsat,False,300.0,0.369593625,0.006096875,0,0,0,54755082,937,256
permutation_survival,B2,2,592908796,18,2,16,8,8,base,,,,,sat,False,300.0,0.323990250,0.025654959,37,9,360,55061315,936,128
permutation_survival,B2,2,592908796,18,2,16,8,8,invalid_mapping,0,13,0,17,unsat,False,300.0,0.327475000,0.004039375,0,0,0,55090805,937,128
permutation_survival,B2,2,592908796,18,2,16,8,8,invalid_mapping,1,12,17,14,unsat,False,300.0,0.326207667,0.003921375,0,0,0,55120301,937,128
permutation_survival,B2,2,592908796,18,2,16,8,8,invalid_mapping,2,3,8,7,unsat,False,300.0,0.325545125,0.004161166,0,0,0,55150823,937,128
permutation_survival,C,2,592908796,18,2,16,8,8,base,,,,,sat,False,300.0,0.170912125,0.488176500,36292,19719,1594368,57598822,648,128
permutation_survival,C,2,592908796,18,2,16,8,8,invalid_mapping,0,13,0,17,unsat,False,300.0,0.169441458,0.070698125,5136,2384,165625,58020136,649,128
permutation_survival,C,2,592908796,18,2,16,8,8,invalid_mapping,1,12,17,14,unsat,False,300.0,0.168968917,0.480690250,28218,17758,1311359,59994450,649,128
permutation_survival,C,2,592908796,18,2,16,8,8,invalid_mapping,2,3,8,7,unsat,False,300.0,0.166843041,0.456340833,33156,21267,1514157,62211466,649,128
permutation_survival,A,3,276744410,18,2,16,8,8,base,,,,,sat,False,300.0,0.378918167,0.340705125,14972,6794,1129722,63974137,936,256
permutation_survival,A,3,276744410,18,2,16,8,8,invalid_mapping,0,15,3,15,unsat,False,300.0,0.370174917,0.066820959,1600,562,75543,64435750,937,256
permutation_survival,A,3,276744410,18,2,16,8,8,invalid_mapping,1,17,16,5,unsat,False,300.0,0.370996833,0.046592500,124,37,2488,64798153,937,256
permutation_survival,A,3,276744410,18,2,16,8,8,invalid_mapping,2,4,4,2,unsat,False,300.0,0.367610458,0.107197792,3142,1151,192513,65423494,937,256
permutation_survival,B1,3,276744410,18,2,16,8,8,base,,,,,sat,False,300.0,0.369893792,0.180492250,6102,2269,418818,66346306,936,256
permutation_survival,B1,3,276744410,18,2,16,8,8,invalid_mapping,0,15,3,15,unsat,False,300.0,0.370800833,0.185251459,6007,2679,424361,67258127,937,256
permutation_survival,B1,3,276744410,18,2,16,8,8,invalid_mapping,1,17,16,5,unsat,False,300.0,0.511323500,0.238861750,5256,2561,437759,68164020,937,256
permutation_survival,B1,3,276744410,18,2,16,8,8,invalid_mapping,2,4,4,2,unsat,False,300.0,0.386174125,0.092482791,2232,894,130241,68716271,937,256
permutation_survival,B2,3,276744410,18,2,16,8,8,base,,,,,sat,False,300.0,0.329895083,0.022350458,0,0,1,68979980,936,128
permutation_survival,B2,3,276744410,18,2,16,8,8,invalid_mapping,0,15,3,15,unsat,False,300.0,0.327616208,0.004003958,0,0,0,69011580,937,128
permutation_survival,B2,3,276744410,18,2,16,8,8,invalid_mapping,1,17,16,5,unsat,False,300.0,0.326515042,0.006029416,0,0,0,69053044,937,128
permutation_survival,B2,3,276744410,18,2,16,8,8,invalid_mapping,2,4,4,2,unsat,False,300.0,0.324426708,0.005724291,0,0,0,69092748,937,128
permutation_survival,C,3,276744410,18,2,16,8,8,base,,,,,sat,False,300.0,0.166914375,0.188417125,12317,5819,532161,69997564,648,128
permutation_survival,C,3,276744410,18,2,16,8,8,invalid_mapping,0,15,3,15,unsat,False,300.0,0.164682458,0.008669083,0,0,0,70092479,649,128
permutation_survival,C,3,276744410,18,2,16,8,8,invalid_mapping,1,17,16,5,unsat,False,300.0,0.165082583,0.023551208,152,68,2478,70258276,649,128
permutation_survival,C,3,276744410,18,2,16,8,8,invalid_mapping,2,4,4,2,unsat,False,300.0,0.164308500,0.098121583,5501,2544,269192,70807552,649,128
permutation_survival,A,4,151839337,18,2,16,8,8,base,,,,,sat,False,300.0,0.364174959,0.065521125,1941,715,86060,71269509,936,256
permutation_survival,A,4,151839337,18,2,16,8,8,invalid_mapping,0,1,2,3,unsat,False,300.0,0.364246917,0.050942875,592,340,38099,71643848,937,256
permutation_survival,A,4,151839337,18,2,16,8,8,invalid_mapping,1,0,11,10,unsat,False,300.0,0.367056292,0.005957542,0,0,0,71693174,937,256
permutation_survival,A,4,151839337,18,2,16,8,8,invalid_mapping,2,15,4,5,unsat,False,300.0,0.370653584,0.055542375,1057,418,52909,72089604,937,256
permutation_survival,B1,4,151839337,18,2,16,8,8,base,,,,,sat,False,300.0,0.372824709,0.199245500,8080,3580,443046,73024694,936,256
permutation_survival,B1,4,151839337,18,2,16,8,8,invalid_mapping,0,1,2,3,unsat,False,300.0,0.361030291,0.089612750,3134,1390,209212,73589588,937,256
permutation_survival,B1,4,151839337,18,2,16,8,8,invalid_mapping,1,0,11,10,unsat,False,300.0,0.365790709,0.006063834,0,0,0,73635714,937,256
permutation_survival,B1,4,151839337,18,2,16,8,8,invalid_mapping,2,15,4,5,unsat,False,300.0,0.367038042,0.090604500,2942,1255,173034,74171470,937,256
permutation_survival,B2,4,151839337,18,2,16,8,8,base,,,,,sat,False,300.0,0.331342375,0.017700542,4,2,85,74397716,936,128
permutation_survival,B2,4,151839337,18,2,16,8,8,invalid_mapping,0,1,2,3,unsat,False,300.0,0.325804916,0.004045041,0,0,0,74428742,937,128
permutation_survival,B2,4,151839337,18,2,16,8,8,invalid_mapping,1,0,11,10,unsat,False,300.0,0.352389875,0.004172625,0,0,0,74459822,937,128
permutation_survival,B2,4,151839337,18,2,16,8,8,invalid_mapping,2,15,4,5,unsat,False,300.0,0.382487041,0.005119500,0,0,0,74496525,937,128
permutation_survival,C,4,151839337,18,2,16,8,8,base,,,,,sat,False,300.0,0.167747000,0.050209875,2949,930,74919,74795299,648,128
permutation_survival,C,4,151839337,18,2,16,8,8,invalid_mapping,0,1,2,3,unsat,False,300.0,0.169766708,0.034980416,1682,698,44554,75029068,649,128
permutation_survival,C,4,151839337,18,2,16,8,8,invalid_mapping,1,0,11,10,unsat,False,300.0,0.167983500,0.037604041,1651,717,42072,75259240,649,128
permutation_survival,C,4,151839337,18,2,16,8,8,invalid_mapping,2,15,4,5,unsat,False,300.0,0.172156458,0.022773000,216,75,3403,75424404,649,128
permutation_survival,A,5,1146148583,18,2,16,8,8,base,,,,,sat,False,300.0,0.367801500,0.176910875,6945,3052,449829,76336254,936,256
permutation_survival,A,5,1146148583,18,2,16,8,8,invalid_mapping,0,17,13,8,unsat,False,300.0,0.370282875,0.007284375,0,0,0,76388440,937,256
permutation_survival,A,5,1146148583,18,2,16,8,8,invalid_mapping,1,16,4,7,unsat,False,300.0,0.370987542,0.059752792,936,425,46627,76785057,937,256
permutation_survival,A,5,1146148583,18,2,16,8,8,invalid_mapping,2,7,7,0,unsat,False,300.0,0.367593333,0.068149541,1406,541,73014,77221253,937,256
permutation_survival,B1,5,1146148583,18,2,16,8,8,base,,,,,sat,False,300.0,0.363108416,0.059409041,1355,466,58424,77667534,936,256
permutation_survival,B1,5,1146148583,18,2,16,8,8,invalid_mapping,0,17,13,8,unsat,False,300.0,0.356801792,0.006998459,0,0,0,77718088,937,256
permutation_survival,B1,5,1146148583,18,2,16,8,8,invalid_mapping,1,16,4,7,unsat,False,300.0,0.358949167,0.051726416,693,214,22857,78119345,937,256
permutation_survival,B1,5,1146148583,18,2,16,8,8,invalid_mapping,2,7,7,0,unsat,False,300.0,0.363162250,0.063003125,1807,587,61362,78575046,937,256
permutation_survival,B2,5,1146148583,18,2,16,8,8,base,,,,,sat,False,300.0,0.330588833,0.019566250,0,0,8,78801238,936,128
permutation_survival,B2,5,1146148583,18,2,16,8,8,invalid_mapping,0,17,13,8,unsat,False,300.0,0.330356292,0.004577333,0,0,0,78833964,937,128
permutation_survival,B2,5,1146148583,18,2,16,8,8,invalid_mapping,1,16,4,7,unsat,False,300.0,0.326473667,0.006466167,0,0,0,78878130,937,128
permutation_survival,B2,5,1146148583,18,2,16,8,8,invalid_mapping,2,7,7,0,unsat,False,300.0,0.341607125,0.005873333,0,0,0,78918996,937,128
permutation_survival,C,5,1146148583,18,2,16,8,8,base,,,,,sat,False,300.0,0.162994042,0.379319459,23179,13216,1140668,80737233,648,128
permutation_survival,C,5,1146148583,18,2,16,8,8,invalid_mapping,0,17,13,8,unsat,False,300.0,0.164245125,0.281180584,20528,10972,862170,82169600,649,128
permutation_survival,C,5,1146148583,18,2,16,8,8,invalid_mapping,1,16,4,7,unsat,False,300.0,0.162970583,0.260460917,15005,8805,777842,83426539,649,128
permutation_survival,C,5,1146148583,18,2,16,8,8,invalid_mapping,2,7,7,0,unsat,False,300.0,0.163599167,0.359753500,15908,10261,1176704,85162790,649,128
permutation_survival,A,6,1418050407,18,2,16,8,8,base,,,,,sat,False,300.0,0.383364916,0.292318000,8787,5095,1052856,86798217,936,256
permutation_survival,A,6,1418050407,18,2,16,8,8,invalid_mapping,0,10,0,15,unsat,False,300.0,0.379858917,0.048564500,161,45,2507,87167410,937,256
permutation_survival,A,6,1418050407,18,2,16,8,8,invalid_mapping,1,4,4,8,unsat,False,300.0,0.380652500,0.086037417,1301,939,179760,87751644,937,256
permutation_survival,A,6,1418050407,18,2,16,8,8,invalid_mapping,2,9,4,6,unsat,False,300.0,0.383444625,0.065036667,1046,626,79791,88211034,937,256
permutation_survival,B1,6,1418050407,18,2,16,8,8,base,,,,,sat,False,300.0,0.355711083,0.056407792,1176,377,50055,88595731,936,256
permutation_survival,B1,6,1418050407,18,2,16,8,8,invalid_mapping,0,10,0,15,unsat,False,300.0,0.352670709,0.046221584,259,101,8974,88925090,937,256
permutation_survival,B1,6,1418050407,18,2,16,8,8,invalid_mapping,1,4,4,8,unsat,False,300.0,0.353239916,0.045384917,164,72,6969,89264181,937,256
permutation_survival,B1,6,1418050407,18,2,16,8,8,invalid_mapping,2,9,4,6,unsat,False,300.0,0.350449000,0.043544375,198,50,3826,89600811,937,256
permutation_survival,B2,6,1418050407,18,2,16,8,8,base,,,,,sat,False,300.0,0.315274667,0.015456583,0,0,0,89768061,936,128
permutation_survival,B2,6,1418050407,18,2,16,8,8,invalid_mapping,0,10,0,15,unsat,False,300.0,0.318010167,0.005868500,0,0,0,89808423,937,128
permutation_survival,B2,6,1418050407,18,2,16,8,8,invalid_mapping,1,4,4,8,unsat,False,300.0,0.317130042,0.005112125,0,0,0,89843923,937,128
permutation_survival,B2,6,1418050407,18,2,16,8,8,invalid_mapping,2,9,4,6,unsat,False,300.0,0.320444750,0.005026833,0,0,0,89879466,937,128
permutation_survival,C,6,1418050407,18,2,16,8,8,base,,,,,sat,False,300.0,0.163634500,2.817748791,110954,71668,7423658,100232335,648,128
permutation_survival,C,6,1418050407,18,2,16,8,8,invalid_mapping,0,10,0,15,unsat,False,300.0,0.167579292,0.257988667,20531,11666,791178,101545966,649,128
permutation_survival,C,6,1418050407,18,2,16,8,8,invalid_mapping,1,4,4,8,unsat,False,300.0,0.165750792,0.101625417,8342,4316,292592,102145786,649,128
permutation_survival,C,6,1418050407,18,2,16,8,8,invalid_mapping,2,9,4,6,unsat,False,300.0,0.164144083,0.027695917,563,222,12375,102333329,649,128
permutation_survival,A,7,800451658,18,2,16,8,8,base,,,,,sat,False,300.0,0.360602333,0.654821792,23170,12386,2224988,105333925,936,256
permutation_survival,A,7,800451658,18,2,16,8,8,invalid_mapping,0,4,4,5,unsat,False,300.0,0.361342792,0.070147708,1345,512,70765,105824176,937,256
permutation_survival,A,7,800451658,18,2,16,8,8,invalid_mapping,1,9,13,12,unsat,False,300.0,0.360556958,0.017246834,0,0,0,106033346,937,256
permutation_survival,A,7,800451658,18,2,16,8,8,invalid_mapping,2,6,15,1,unsat,False,300.0,0.363006542,0.007477084,0,0,0,106088193,937,256
permutation_survival,B1,7,800451658,18,2,16,8,8,base,,,,,sat,False,300.0,0.353434417,0.252660583,10488,4108,701886,107357584,936,256
permutation_survival,B1,7,800451658,18,2,16,8,8,invalid_mapping,0,4,4,5,unsat,False,300.0,0.351311000,0.045389792,63,12,760,107722904,937,256
permutation_survival,B1,7,800451658,18,2,16,8,8,invalid_mapping,1,9,13,12,unsat,False,300.0,0.352722459,0.016864917,0,0,0,107923937,937,256
permutation_survival,B1,7,800451658,18,2,16,8,8,invalid_mapping,2,6,15,1,unsat,False,300.0,0.349667958,0.007077292,0,0,0,107973350,937,256
permutation_survival,B2,7,800451658,18,2,16,8,8,base,,,,,sat,False,300.0,0.314795416,0.026456750,13,6,2186,108198416,936,128
permutation_survival,B2,7,800451658,18,2,16,8,8,invalid_mapping,0,4,4,5,unsat,False,300.0,0.315895958,0.003943084,0,0,0,108229012,937,128
permutation_survival,B2,7,800451658,18,2,16,8,8,invalid_mapping,1,9,13,12,unsat,False,300.0,0.317407083,0.003783000,0,0,0,108259014,937,128
permutation_survival,B2,7,800451658,18,2,16,8,8,invalid_mapping,2,6,15,1,unsat,False,300.0,0.317130125,0.005276250,0,0,0,108295808,937,128
permutation_survival,C,7,800451658,18,2,16,8,8,base,,,,,sat,False,300.0,0.164292583,0.056905500,3206,1219,100806,108623998,648,128
permutation_survival,C,7,800451658,18,2,16,8,8,invalid_mapping,0,4,4,5,unsat,False,300.0,0.164489833,0.051614834,2889,1314,108231,108941199,649,128
permutation_survival,C,7,800451658,18,2,16,8,8,invalid_mapping,1,9,13,12,unsat,False,300.0,0.163437541,0.053500583,2267,1061,98453,109246355,649,128
permutation_survival,C,7,800451658,18,2,16,8,8,invalid_mapping,2,6,15,1,unsat,False,300.0,0.164253917,0.156239375,8882,3880,345607,109926748,649,128
permutation_survival,A,8,1301001786,18,2,16,8,8,base,,,,,sat,False,300.0,0.364804250,0.253016917,9474,4503,700997,111172533,936,256
permutation_survival,A,8,1301001786,18,2,16,8,8,invalid_mapping,0,17,11,0,unsat,False,300.0,0.365392958,0.052225209,409,212,19224,111545909,937,256
permutation_survival,A,8,1301001786,18,2,16,8,8,invalid_mapping,1,6,7,14,unsat,False,300.0,0.363385834,0.009406375,0,0,0,111611174,937,256
permutation_survival,A,8,1301001786,18,2,16,8,8,invalid_mapping,2,1,8,10,unsat,False,300.0,0.361793750,0.056564541,778,334,47881,112020776,937,256
permutation_survival,B1,8,1301001786,18,2,16,8,8,base,,,,,sat,False,300.0,0.363526416,0.731802291,29203,14148,1898015,114751494,936,256
permutation_survival,B1,8,1301001786,18,2,16,8,8,invalid_mapping,0,17,11,0,unsat,False,300.0,0.374954084,0.049788708,416,152,11840,115114765,937,256
permutation_survival,B1,8,1301001786,18,2,16,8,8,invalid_mapping,1,6,7,14,unsat,False,300.0,0.375412208,0.009093291,0,0,0,115179970,937,256
permutation_survival,B1,8,1301001786,18,2,16,8,8,invalid_mapping,2,1,8,10,unsat,False,300.0,0.429842625,0.181247625,4202,2494,461777,116113582,937,256
permutation_survival,B2,8,1301001786,18,2,16,8,8,base,,,,,sat,False,300.0,0.321897833,0.033893459,0,0,967,116416307,936,128
permutation_survival,B2,8,1301001786,18,2,16,8,8,invalid_mapping,0,17,11,0,unsat,False,300.0,0.323235917,0.004216333,0,0,0,116447673,937,128
permutation_survival,B2,8,1301001786,18,2,16,8,8,invalid_mapping,1,6,7,14,unsat,False,300.0,0.333054333,0.004638583,0,0,0,116480927,937,128
permutation_survival,B2,8,1301001786,18,2,16,8,8,invalid_mapping,2,1,8,10,unsat,False,300.0,0.327233042,0.004431875,0,0,0,116514715,937,128
permutation_survival,C,8,1301001786,18,2,16,8,8,base,,,,,sat,False,300.0,0.166472834,0.111546666,7323,2969,235743,117069286,648,128
permutation_survival,C,8,1301001786,18,2,16,8,8,invalid_mapping,0,17,11,0,unsat,False,300.0,0.165259750,0.165555042,9850,4439,383096,117825747,649,128
permutation_survival,C,8,1301001786,18,2,16,8,8,invalid_mapping,1,6,7,14,unsat,False,300.0,0.164133208,0.022041208,87,24,841,117985929,649,128
permutation_survival,C,8,1301001786,18,2,16,8,8,invalid_mapping,2,1,8,10,unsat,False,300.0,0.165012000,0.008650500,0,0,0,118079528,649,128
permutation_survival,A,9,1622122130,18,2,16,8,8,base,,,,,sat,False,300.0,0.357400875,0.209925334,7899,3555,568510,119136379,936,256
permutation_survival,A,9,1622122130,18,2,16,8,8,invalid_mapping,0,8,7,17,unsat,False,300.0,0.371676167,0.100584875,3506,1341,186171,119724666,937,256
permutation_survival,A,9,1622122130,18,2,16,8,8,invalid_mapping,1,4,12,11,unsat,False,300.0,0.361976959,0.245881042,5664,3526,715989,120948483,937,256
permutation_survival,A,9,1622122130,18,2,16,8,8,invalid_mapping,2,12,0,8,unsat,False,300.0,0.358532667,0.180704209,5171,2619,534174,121944163,937,256
permutation_survival,B1,9,1622122130,18,2,16,8,8,base,,,,,sat,False,300.0,0.361554041,0.348829458,9018,4650,1011618,123559553,936,256
permutation_survival,B1,9,1622122130,18,2,16,8,8,invalid_mapping,0,8,7,17,unsat,False,300.0,0.357399042,0.101577625,3367,1358,190000,124154903,937,256
permutation_survival,B1,9,1622122130,18,2,16,8,8,invalid_mapping,1,4,12,11,unsat,False,300.0,0.358592708,0.528186542,16435,8729,1669686,126509067,937,256
permutation_survival,B1,9,1622122130,18,2,16,8,8,invalid_mapping,2,12,0,8,unsat,False,300.0,0.360074291,1.039604083,32062,18275,3373470,130749143,937,256
permutation_survival,B2,9,1622122130,18,2,16,8,8,base,,,,,sat,False,300.0,0.319960000,0.022245208,0,0,0,131024200,936,128
permutation_survival,B2,9,1622122130,18,2,16,8,8,invalid_mapping,0,8,7,17,unsat,False,300.0,0.316868167,0.006110500,0,0,0,131066707,937,128
permutation_survival,B2,9,1622122130,18,2,16,8,8,invalid_mapping,1,4,12,11,unsat,False,300.0,0.319737875,0.016190959,0,0,0,131226007,937,128
permutation_survival,B2,9,1622122130,18,2,16,8,8,invalid_mapping,2,12,0,8,unsat,False,300.0,0.317709541,0.004026500,0,0,0,131256651,937,128
permutation_survival,C,9,1622122130,18,2,16,8,8,base,,,,,sat,False,300.0,0.167719416,0.113019416,8688,3951,311823,131887242,648,128
permutation_survival,C,9,1622122130,18,2,16,8,8,invalid_mapping,0,8,7,17,unsat,False,300.0,0.168039333,0.027930250,817,327,20236,132078312,649,128
permutation_survival,C,9,1622122130,18,2,16,8,8,invalid_mapping,1,4,12,11,unsat,False,300.0,0.167810250,0.004740375,0,0,0,132112761,649,128
permutation_survival,C,9,1622122130,18,2,16,8,8,invalid_mapping,2,12,0,8,unsat,False,300.0,0.167070625,0.040655541,1599,698,60149,132360823,649,128
permutation_survival,A,0,1070112205,20,2,18,9,9,base,,,,,sat,False,300.0,0.492857292,0.323344459,8091,4543,901493,133989715,1160,324
permutation_survival,A,0,1070112205,20,2,18,9,9,invalid_mapping,0,2,18,11,unsat,False,300.0,0.496068833,0.008998750,0,0,0,134056805,1161,324
permutation_survival,A,0,1070112205,20,2,18,9,9,invalid_mapping,1,0,18,6,unsat,False,300.0,0.500357834,0.159974209,2278,1702,354218,134945709,1161,324
permutation_survival,A,0,1070112205,20,2,18,9,9,invalid_mapping,2,11,18,4,unsat,False,300.0,0.503389709,0.114801875,1600,989,174040,135611578,1161,324
permutation_survival,B1,0,1070112205,20,2,18,9,9,base,,,,,sat,False,300.0,0.475114916,0.132475875,4661,1441,228896,136356801,1160,324
permutation_survival,B1,0,1070112205,20,2,18,9,9,invalid_mapping,0,2,18,11,unsat,False,300.0,0.482833042,0.008177125,0,0,0,136416867,1161,324
permutation_survival,B1,0,1070112205,20,2,18,9,9,invalid_mapping,1,0,18,6,unsat,False,300.0,0.509404458,0.093585792,2048,822,121198,136983276,1161,324
permutation_survival,B1,0,1070112205,20,2,18,9,9,invalid_mapping,2,11,18,4,unsat,False,300.0,0.477842291,0.104851459,1928,994,149962,137585111,1161,324
permutation_survival,B2,0,1070112205,20,2,18,9,9,base,,,,,sat,False,300.0,0.436369584,0.038722083,0,0,689,137954802,1160,162
permutation_survival,B2,0,1070112205,20,2,18,9,9,invalid_mapping,0,2,18,11,unsat,False,300.0,0.434571833,0.005781416,0,0,0,137994744,1161,162
permutation_survival,B2,0,1070112205,20,2,18,9,9,invalid_mapping,1,0,18,6,unsat,False,300.0,0.436534375,0.008262041,0,0,0,138047772,1161,162
permutation_survival,B2,0,1070112205,20,2,18,9,9,invalid_mapping,2,11,18,4,unsat,False,300.0,0.436519250,0.008086292,0,0,0,138100844,1161,162
permutation_survival,C,0,1070112205,20,2,18,9,9,base,,,,,sat,False,300.0,0.219465250,1.154788834,51315,26931,3214659,142787568,800,162
permutation_survival,C,0,1070112205,20,2,18,9,9,invalid_mapping,0,2,18,11,unsat,False,300.0,0.220838542,0.597977000,26709,13235,1791883,145463763,801,162
permutation_survival,C,0,1070112205,20,2,18,9,9,invalid_mapping,1,0,18,6,unsat,False,300.0,0.222241416,0.227158167,13376,6790,618522,146564483,801,162
permutation_survival,C,0,1070112205,20,2,18,9,9,invalid_mapping,2,11,18,4,unsat,False,300.0,0.220441584,0.583760292,27299,14795,1600488,149041115,801,162
permutation_survival,A,1,85387682,20,2,18,9,9,base,,,,,sat,False,300.0,0.489208292,0.204453792,7977,2633,450408,150103672,1160,324
permutation_survival,A,1,85387682,20,2,18,9,9,invalid_mapping,0,3,13,0,unsat,False,300.0,0.494813833,0.024790333,0,0,0,150393743,1161,324
permutation_survival,A,1,85387682,20,2,18,9,9,invalid_mapping,1,1,7,4,unsat,False,300.0,0.489430708,0.449195417,14258,6632,1388593,152549636,1161,324
permutation_survival,A,1,85387682,20,2,18,9,9,invalid_mapping,2,2,17,1,unsat,False,300.0,0.487055041,0.046539917,0,0,0,152992625,1161,324
permutation_survival,B1,1,85387682,20,2,18,9,9,base,,,,,sat,False,300.0,0.491094292,0.257340625,8890,3186,569781,154226749,1160,324
permutation_survival,B1,1,85387682,20,2,18,9,9,invalid_mapping,0,3,13,0,unsat,False,300.0,0.488351166,0.025623416,0,0,0,154514677,1161,324
permutation_survival,B1,1,85387682,20,2,18,9,9,invalid_mapping,1,1,7,4,unsat,False,300.0,0.494756834,0.232987208,6156,2639,501490,155633337,1161,324
permutation_survival,B1,1,85387682,20,2,18,9,9,invalid_mapping,2,2,17,1,unsat,False,300.0,0.495893084,0.089532792,2095,634,71291,156204780,1161,324
permutation_survival,B2,1,85387682,20,2,18,9,9,base,,,,,sat,False,300.0,0.444345458,0.035808667,2,0,1527,156463192,1160,162
permutation_survival,B2,1,85387682,20,2,18,9,9,invalid_mapping,0,3,13,0,unsat,False,300.0,0.444437083,0.005734333,0,0,0,156504632,1161,162
permutation_survival,B2,1,85387682,20,2,18,9,9,invalid_mapping,1,1,7,4,unsat,False,300.0,0.441591208,0.015000792,0,0,0,156658403,1161,162
permutation_survival,B2,1,85387682,20,2,18,9,9,invalid_mapping,2,2,17,1,unsat,False,300.0,0.442376209,0.005796834,0,0,0,156699939,1161,162
permutation_survival,C,1,85387682,20,2,18,9,9,base,,,,,sat,False,300.0,0.226541708,0.513773500,29061,12263,1386987,158931400,800,162
permutation_survival,C,1,85387682,20,2,18,9,9,invalid_mapping,0,3,13,0,unsat,False,300.0,0.227831166,0.006193583,0,0,0,158973157,801,162
permutation_survival,C,1,85387682,20,2,18,9,9,invalid_mapping,1,1,7,4,unsat,False,300.0,0.250865542,0.131988875,7054,2641,288370,159657320,801,162
permutation_survival,C,1,85387682,20,2,18,9,9,invalid_mapping,2,2,17,1,unsat,False,300.0,0.229302750,0.005951209,0,0,0,159699007,801,162
permutation_survival,A,2,88619740,20,2,18,9,9,base,,,,,sat,False,300.0,0.512304916,0.204101125,9242,3541,592045,160892200,1160,324
permutation_survival,A,2,88619740,20,2,18,9,9,invalid_mapping,0,3,14,13,unsat,False,300.0,0.513896250,0.056620042,13,3,183,161315651,1161,324
permutation_survival,A,2,88619740,20,2,18,9,9,invalid_mapping,1,12,5,6,unsat,False,300.0,0.509172208,0.153488500,4494,2194,382712,162225640,1161,324
