problem,seed,n,k,r,x_rank,class_sizes,q_pairs,status,timeout,memory_limited,error
pm_css,858,7,2,5,0,5 2,0.5918367346938775,success,False,False,
pm_css,85,7,2,5,4,3 2 2,0.3469387755102041,success,False,False,
pm_css,697,7,2,5,4,5 2,0.5918367346938775,success,False,False,
pm_css,201,7,2,5,1,4 2 1,0.42857142857142855,success,False,False,
pm_css,94,7,2,5,0,5 2,0.5918367346938775,success,False,False,
pm_css,89,7,4,3,3,5 2,0.5918367346938775,success,False,False,
pm_css,773,7,4,3,3,6 1,0.7551020408163265,success,False,False,
pm_css,654,7,4,3,1,4 2 1,0.42857142857142855,success,False,False,
pm_css,438,7,4,3,3,4 2 1,0.42857142857142855,success,False,False,
pm_css,433,7,4,3,1,3 2 2,0.3469387755102041,success,False,False,
pm_css,858,7,4,3,0,7,1.0,success,False,False,
pm_css,85,7,4,3,2,4 3,0.5102040816326531,success,False,False,
pm_css,697,7,4,3,3,4 3,0.5102040816326531,success,False,False,
pm_css,201,7,4,3,1,4 3,0.5102040816326531,success,False,False,
pm_css,94,7,4,3,0,5 2,0.5918367346938775,success,False,False,
pm_css,89,7,6,1,1,7,1.0,success,False,False,
pm_css,773,7,6,1,1,4 3,0.5102040816326531,success,False,False,
pm_css,654,7,6,1,0,5 2,0.5918367346938775,success,False,False,
pm_css,438,7,6,1,1,5 2,0.5918367346938775,success,False,False,
pm_css,433,7,6,1,0,7,1.0,success,False,False,
pm_css,858,7,6,1,0,7,1.0,success,False,False,
pm_css,85,7,6,1,1,7,1.0,success,False,False,
pm_css,697,7,6,1,1,4 3,0.5102040816326531,success,False,False,
pm_css,201,7,6,1,0,7,1.0,success,False,False,
pm_css,94,7,6,1,0,4 3,0.5102040816326531,success,False,False,
pm_css,89,8,0,8,7,5 3,0.53125,success,False,False,
pm_css,773,8,0,8,7,6 2,0.625,success,False,False,
pm_css,654,8,0,8,2,3 2 2 1,0.28125,success,False,False,
pm_css,438,8,0,8,8,8,1.0,success,False,False,
pm_css,433,8,0,8,2,4 2 2,0.375,success,False,False,
pm_css,858,8,0,8,1,5 3,0.53125,success,False,False,
pm_css,85,8,0,8,6,4 3 1,0.40625,success,False,False,
pm_css,697,8,0,8,6,6 2,0.625,success,False,False,
pm_css,201,8,0,8,2,4 2 2,0.375,success,False,False,
pm_css,94,8,0,8,0,8,1.0,success,False,False,
