problem,seed,n,k,r,x_rank,class_sizes,q_pairs,status,timeout,memory_limited,error
pm_css,94,18,8,10,0,12 3 1 1 1,0.48148148148148145,success,False,False,
pm_css,89,18,12,6,6,8 5 3 2,0.3148148148148148,success,False,False,
pm_css,773,18,12,6,5,8 6 3 1,0.3395061728395062,success,False,False,
pm_css,654,18,12,6,2,8 3 2 1 1 1 1 1,0.25308641975308643,success,False,False,
pm_css,438,18,12,6,6,8 5 2 1 1 1,0.2962962962962963,success,False,False,
pm_css,433,18,12,6,1,7 3 2 2 2 1 1,0.2222222222222222,success,False,False,
pm_css,858,18,12,6,1,9 6 2 1,0.3765432098765432,success,False,False,
pm_css,85,18,12,6,4,8 4 3 2 1,0.29012345679012347,success,False,False,
pm_css,697,18,12,6,5,6 4 2 2 1 1 1 1,0.19753086419753085,success,False,False,
pm_css,201,18,12,6,2,5 4 4 3 1 1,0.20987654320987653,success,False,False,
pm_css,94,18,12,6,0,8 5 2 2 1,0.30246913580246915,success,False,False,
pm_css,89,18,16,2,2,7 5 3 3,0.2839506172839506,success,False,False,
pm_css,773,18,16,2,2,9 5 3 1,0.35802469135802467,success,False,False,
pm_css,654,18,16,2,0,10 8,0.5061728395061729,success,False,False,
pm_css,438,18,16,2,2,10 8,0.5061728395061729,success,False,False,
pm_css,433,18,16,2,0,12 6,0.5555555555555556,success,False,False,
pm_css,858,18,16,2,0,16 2,0.8024691358024691,success,False,False,
pm_css,85,18,16,2,2,12 6,0.5555555555555556,success,False,False,
pm_css,697,18,16,2,2,12 6,0.5555555555555556,success,False,False,
pm_css,201,18,16,2,0,10 8,0.5061728395061729,success,False,False,
pm_css,94,18,16,2,0,8 8 2,0.4074074074074074,success,False,False,
pm_css,89,19,0,19,17,12 5 2,0.4792243767313019,success,False,False,
pm_css,773,19,0,19,16,10 3 3 2 1,0.3407202216066482,success,False,False,
pm_css,654,19,0,19,6,6 3 3 3 1 1 1 1,0.18559556786703602,success,False,False,
pm_css,438,19,0,19,18,10 9,0.5013850415512465,success,False,False,
pm_css,433,19,0,19,5,7 4 2 2 1 1 1 1,0.21329639889196675,success,False,False,
pm_css,858,19,0,19,3,8 5 2 2 1 1,0.2742382271468144,success,False,False,
pm_css,85,19,0,19,14,6 4 2 2 2 1 1 1,0.18559556786703602,success,False,False,
pm_css,697,19,0,19,15,6 4 3 3 3,0.2188365650969529,success,False,False,
pm_css,201,19,0,19,5,6 5 4 3 1,0.2409972299168975,success,False,False,
pm_css,94,19,0,19,0,19,1.0,success,False,False,
pm_css,89,19,4,15,13,4 3 3 2 2 2 1 1 1,0.13573407202216067,success,False,False,
pm_css,773,19,4,15,13,6 6 3 2 1 1,0.2409972299168975,success,False,False,
pm_css,654,19,4,15,4,4 3 3 2 1 1 1 1 1 1 1,0.12465373961218837,success,False,False,
pm_css,438,19,4,15,14,10 7 2,0.42382271468144045,success,False,False,
pm_css,433,19,4,15,4,6 2 2 2 1 1 1 1 1 1 1,0.1523545706371191,success,False,False,
pm_css,858,19,4,15,2,4 4 4 2 2 2 1,0.16897506925207756,success,False,False,
pm_css,85,19,4,15,11,5 4 1 1 1 1 1 1 1 1 1 1,0.14127423822714683,success,False,False,
pm_css,697,19,4,15,12,4 4 2 2 1 1 1 1 1 1 1,0.13019390581717452,success,False,False,
pm_css,201,19,4,15,4,4 3 2 2 2 1 1 1 1 1 1,0.11911357340720222,success,False,False,
pm_css,94,19,4,15,0,12 4 2 1,0.45706371191135736,success,False,False,
pm_css,89,19,8,11,10,8 4 2 2 2 1,0.25761772853185594,success,False,False,
pm_css,773,19,8,11,10,8 6 3 2,0.31301939058171746,success,False,False,
pm_css,654,19,8,11,3,6 5 4 2 1 1,0.2299168975069252,success,False,False,
pm_css,438,19,8,11,11,12 4 1 1 1,0.4515235457063712,success,False,False,
pm_css,433,19,8,11,3,5 5 2 2 2 1 1 1,0.18005540166204986,success,False,False,
pm_css,858,19,8,11,1,8 8 2 1,0.3684210526315789,success,False,False,
pm_css,85,19,8,11,8,4 4 2 2 2 1 1 1 1 1,0.13573407202216067,success,False,False,
pm_css,697,19,8,11,9,11 4 1 1 1 1,0.39058171745152354,success,False,False,
pm_css,201,19,8,11,3,6 5 2 1 1 1 1 1 1,0.19667590027700832,success,False,False,
pm_css,94,19,8,11,0,10 6 1 1 1,0.3850415512465374,success,False,False,
pm_css,89,19,12,7,6,10 4 3 2,0.3573407202216066,success,False,False,
pm_css,773,19,12,7,6,7 6 4 1 1,0.2853185595567867,success,False,False,
pm_css,654,19,12,7,2,8 4 2 2 1 1 1,0.2520775623268698,success,False,False,
pm_css,438,19,12,7,7,12 2 2 2 1,0.43490304709141275,success,False,False,
pm_css,433,19,12,7,2,11 4 1 1 1 1,0.39058171745152354,success,False,False,
pm_css,858,19,12,7,1,12 4 2 1,0.45706371191135736,success,False,False,
pm_css,85,19,12,7,5,4 4 2 2 2 2 1 1 1,0.14127423822714683,success,False,False,
pm_css,697,19,12,7,6,10 3 2 2 1 1,0.3296398891966759,success,False,False,
pm_css,201,19,12,7,2,8 5 2 1 1 1 1,0.26869806094182824,success,False,False,
pm_css,94,19,12,7,0,10 4 4 1,0.3684210526315789,success,False,False,
pm_css,89,19,16,3,3,10 5 3 1,0.3739612188365651,success,False,False,
pm_css,773,19,16,3,3,9 8 2,0.41274238227146814,success,False,False,
pm_css,654,19,16,3,1,6 5 4 4,0.25761772853185594,success,False,False,
pm_css,438,19,16,3,3,11 4 2 2,0.40166204986149584,success,False,False,
pm_css,433,19,16,3,1,7 6 4 2,0.29085872576177285,success,False,False,
pm_css,858,19,16,3,0,10 8 1,0.45706371191135736,success,False,False,
pm_css,85,19,16,3,2,7 5 4 3,0.2742382271468144,success,False,False,
pm_css,697,19,16,3,3,8 6 5,0.3462603878116344,success,False,False,
pm_css,201,19,16,3,1,12 4 3,0.46814404432132967,success,False,False,
pm_css,94,19,16,3,0,12 4 3,0.46814404432132967,success,False,False,
pm_css,89,20,0,20,18,14 3 3,0.535,success,False,False,
pm_css,773,20,0,20,17,12 3 2 2 1,0.405,success,False,False,
pm_css,654,20,0,20,6,8 3 2 1 1 1 1 1 1 1,0.21,success,False,False,
pm_css,438,20,0,20,19,12 8,0.52,success,False,False,
pm_css,433,20,0,20,5,8 6 2 1 1 1 1,0.27,success,False,False,
pm_css,858,20,0,20,3,12 3 2 2 1,0.405,success,False,False,
pm_css,85,20,0,20,14,4 4 3 3 2 1 1 1 1,0.145,success,False,False,
pm_css,697,20,0,20,15,5 4 3 3 3 1 1,0.175,success,False,False,
pm_css,201,20,0,20,6,7 4 3 2 2 1 1,0.21,success,False,False,
pm_css,94,20,0,20,0,20,1.0,success,False,False,
pm_css,89,20,4,16,14,6 4 3 2 2 1 1 1,0.18,success,False,False,
pm_css,773,20,4,16,14,9 3 3 2 2 1,0.27,success,False,False,
pm_css,654,20,4,16,5,5 3 2 2 2 2 1 1 1 1,0.135,success,False,False,
pm_css,438,20,4,16,15,9 3 3 2 2 1,0.27,success,False,False,
pm_css,433,20,4,16,4,4 4 3 2 2 1 1 1 1 1,0.135,success,False,False,
pm_css,858,20,4,16,2,10 5 2 1 1 1,0.33,success,False,False,
pm_css,85,20,4,16,12,6 3 2 2 2 1 1 1 1 1,0.155,success,False,False,
pm_css,697,20,4,16,12,8 3 2 2 1 1 1 1 1,0.215,success,False,False,
pm_css,201,20,4,16,5,4 3 3 2 1 1 1 1 1 1 1 1,0.115,success,False,False,
pm_css,94,20,4,16,0,14 3 2 1,0.525,success,False,False,
pm_css,89,20,8,12,11,11 4 4 1,0.385,success,False,False,
pm_css,773,20,8,12,10,5 5 3 2 1 1 1 1 1,0.17,success,False,False,
pm_css,654,20,8,12,4,8 4 2 2 1 1 1 1,0.23,success,False,False,
pm_css,438,20,8,12,12,10 6 2 2,0.36,success,False,False,
pm_css,433,20,8,12,3,4 3 3 3 3 1 1 1 1,0.14,success,False,False,
pm_css,858,20,8,12,2,9 3 2 2 1 1 1 1,0.255,success,False,False,
pm_css,85,20,8,12,9,6 3 2 2 2 1 1 1 1 1,0.155,success,False,False,
pm_css,697,20,8,12,9,6 4 2 2 1 1 1 1 1 1,0.165,success,False,False,
pm_css,201,20,8,12,3,4 4 3 2 2 1 1 1 1 1,0.135,success,False,False,
pm_css,94,20,8,12,0,8 5 2 2 2 1,0.255,success,False,False,
pm_css,89,20,12,8,7,7 7 3 2 1,0.28,success,False,False,
pm_css,773,20,12,8,7,10 7 1 1 1,0.38,success,False,False,
pm_css,654,20,12,8,2,8 8 1 1 1 1,0.33,success,False,False,
pm_css,438,20,12,8,8,8 8 2 1 1,0.335,success,False,False,
pm_css,433,20,12,8,2,6 4 4 2 2 1 1,0.195,success,False,False,
pm_css,858,20,12,8,1,10 4 2 1 1 1 1,0.31,success,False,False,
pm_css,85,20,12,8,6,9 5 2 2 1 1,0.29,success,False,False,
pm_css,697,20,12,8,6,6 6 2 2 2 2,0.22,success,False,False,
pm_css,201,20,12,8,2,5 4 2 2 1 1 1 1 1 1 1,0.14,success,False,False,
pm_css,94,20,12,8,0,8 8 1 1 1 1,0.33,success,False,False,
pm_css,89,20,16,4,4,8 7 5,0.345,success,False,False,
pm_css,773,20,16,4,4,8 7 5,0.345,success,False,False,
pm_css,654,20,16,4,1,6 4 2 2 2 2 2,0.18,success,False,False,
pm_css,438,20,16,4,4,12 3 2 2 1,0.405,success,False,False,
pm_css,433,20,16,4,1,6 4 3 2 2 1 1 1,0.18,success,False,False,
pm_css,858,20,16,4,0,12 6 2,0.46,success,False,False,
pm_css,85,20,16,4,3,6 4 4 3 2 1,0.205,success,False,False,
pm_css,697,20,16,4,3,7 4 3 3 2 1,0.22,success,False,False,
pm_css,201,20,16,4,1,6 4 3 3 2 1 1,0.19,success,False,False,
pm_css,94,20,16,4,0,7 5 4 2 1 1,0.24,success,False,False,
pm_css,89,21,0,21,18,5 4 4 4 2 2,0.1836734693877551,success,False,False,
pm_css,773,21,0,21,18,8 6 4 1 1 1,0.2698412698412698,success,False,False,
pm_css,654,21,0,21,6,12 2 2 2 1 1 1,0.36054421768707484,success,False,False,
pm_css,438,21,0,21,20,11 10,0.5011337868480725,success,False,False,
pm_css,433,21,0,21,5,8 3 3 2 1 1 1 1 1,0.20634920634920634,success,False,False,
pm_css,858,21,0,21,3,14 3 2 1 1,0.47845804988662133,success,False,False,
pm_css,85,21,0,21,15,8 4 4 2 1 1 1,0.23356009070294784,success,False,False,
pm_css,697,21,0,21,16,8 4 3 2 2 1 1,0.22448979591836735,success,False,False,
pm_css,201,21,0,21,6,4 4 3 2 2 2 2 1 1,0.13378684807256236,success,False,False,
pm_css,94,21,0,21,0,21,1.0,success,False,False,
pm_css,89,21,4,17,15,9 3 3 2 2 2,0.25170068027210885,success,False,False,
pm_css,773,21,4,17,15,5 5 3 3 2 1 1 1,0.17006802721088435,success,False,False,
pm_css,654,21,4,17,5,6 3 2 2 1 1 1 1 1 1 1 1,0.1383219954648526,success,False,False,
pm_css,438,21,4,17,16,6 4 4 4 2 1,0.2018140589569161,success,False,False,
pm_css,433,21,4,17,4,3 3 2 2 2 1 1 1 1 1 1 1 1 1,0.08843537414965986,success,False,False,
pm_css,858,21,4,17,2,11 3 3 2 1 1,0.3287981859410431,success,False,False,
pm_css,85,21,4,17,12,4 4 2 2 1 1 1 1 1 1 1 1 1,0.1111111111111111,success,False,False,
pm_css,697,21,4,17,13,6 4 3 2 1 1 1 1 1 1,0.16099773242630386,success,False,False,
pm_css,201,21,4,17,5,8 2 2 2 1 1 1 1 1 1 1,0.18820861678004536,success,False,False,
pm_css,94,21,4,17,0,6 5 5 3 2,0.22448979591836735,success,False,False,
pm_css,89,21,8,13,12,6 4 4 2 1 1 1 1 1,0.1746031746031746,success,False,False,
pm_css,773,21,8,13,11,11 4 3 1 1 1,0.3378684807256236,success,False,False,
pm_css,654,21,8,13,4,5 5 2 2 2 1 1 1 1 1,0.15192743764172337,success,False,False,
pm_css,438,21,8,13,12,14 2 2 1 1 1,0.46938775510204084,success,False,False,
pm_css,433,21,8,13,3,7 5 3 2 2 1 1,0.2108843537414966,success,False,False,
pm_css,858,21,8,13,2,8 4 2 2 2 1 1 1,0.21541950113378686,success,False,False,
pm_css,85,21,8,13,9,3 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1,0.07936507936507936,success,False,False,
pm_css,697,21,8,13,10,10 4 2 2 1 1 1,0.28798185941043086,success,False,False,
pm_css,201,21,8,13,4,6 3 2 2 2 1 1 1 1 1 1,0.14285714285714285,success,False,False,
pm_css,94,21,8,13,0,11 5 3 1 1,0.35600907029478457,success,False,False,
pm_css,89,21,12,9,8,6 4 3 2 2 1 1 1 1,0.1655328798185941,success,False,False,
pm_css,773,21,12,9,8,8 6 3 1 1 1 1,0.2562358276643991,success,False,False,
pm_css,654,21,12,9,3,4 4 3 3 2 2 1 1 1,0.1383219954648526,success,False,False,
pm_css,438,21,12,9,9,13 3 2 2 1,0.42403628117913833,success,False,False,
pm_css,433,21,12,9,2,8 4 2 2 2 1 1 1,0.21541950113378686,success,False,False,
pm_css,858,21,12,9,1,8 6 2 2 2 1,0.2562358276643991,success,False,False,
pm_css,85,21,12,9,7,5 3 3 2 1 1 1 1 1 1 1 1,0.12471655328798185,success,False,False,
pm_css,697,21,12,9,7,6 4 3 3 2 1 1 1,0.1746031746031746,success,False,False,
pm_css,201,21,12,9,2,5 4 3 2 2 1 1 1 1 1,0.14285714285714285,success,False,False,
pm_css,94,21,12,9,0,12 6 1 1 1,0.41496598639455784,success,False,False,
pm_css,89,21,16,5,5,12 5 2 1 1,0.3968253968253968,success,False,False,
pm_css,773,21,16,5,5,8 6 4 2 1,0.2743764172335601,success,False,False,
pm_css,654,21,16,5,1,7 5 3 2 2 1 1,0.2108843537414966,success,False,False,
pm_css,438,21,16,5,5,11 5 2 2 1,0.35147392290249435,success,False,False,
pm_css,433,21,16,5,1,6 6 4 1 1 1 1 1,0.2108843537414966,success,False,False,
pm_css,858,21,16,5,0,14 2 2 1 1 1,0.46938775510204084,success,False,False,
pm_css,85,21,16,5,4,8 6 3 2 1 1,0.26077097505668934,success,False,False,
pm_css,697,21,16,5,4,13 4 2 1 1,0.4331065759637188,success,False,False,
pm_css,201,21,16,5,1,6 5 4 4 2,0.2199546485260771,success,False,False,
pm_css,94,21,16,5,0,10 3 3 3 2,0.29705215419501135,success,False,False,
pm_css,89,21,20,1,1,11 10,0.5011337868480725,success,False,False,
pm_css,773,21,20,1,1,13 8,0.528344671201814,success,False,False,
pm_css,654,21,20,1,0,11 10,0.5011337868480725,success,False,False,
pm_css,438,21,20,1,1,11 10,0.5011337868480725,success,False,False,
pm_css,433,21,20,1,0,13 8,0.528344671201814,success,False,False,
pm_css,858,21,20,1,0,21,1.0,success,False,False,
pm_css,85,21,20,1,1,11 10,0.5011337868480725,success,False,False,
pm_css,697,21,20,1,1,12 9,0.5102040816326531,success,False,False,
pm_css,201,21,20,1,0,12 9,0.5102040816326531,success,False,False,
pm_css,94,21,20,1,0,13 8,0.528344671201814,success,False,False,
pm_css,89,22,0,22,19,10 5 4 2 1,0.30165289256198347,success,False,False,
pm_css,773,22,0,22,19,4 4 4 4 3 2 1,0.16115702479338842,success,False,False,
pm_css,654,22,0,22,7,5 4 3 3 2 2 1 1 1,0.1446280991735537,success,False,False,
pm_css,438,22,0,22,21,15 7,0.5661157024793388,success,False,False,
pm_css,433,22,0,22,6,10 5 2 2 2 1,0.28512396694214875,success,False,False,
pm_css,858,22,0,22,3,6 6 5 3 2,0.22727272727272727,success,False,False,
pm_css,85,22,0,22,16,14 3 2 1 1 1,0.4380165289256198,success,False,False,
pm_css,697,22,0,22,17,12 3 2 2 2 1,0.34297520661157027,success,False,False,
pm_css,201,22,0,22,6,6 3 3 2 2 2 2 1 1,0.1487603305785124,success,False,False,
pm_css,94,22,0,22,1,14 8,0.5371900826446281,success,False,False,
pm_css,89,22,4,18,16,11 3 3 2 1 1 1,0.30165289256198347,success,False,False,
pm_css,773,22,4,18,16,5 4 4 3 2 2 1 1,0.15702479338842976,success,False,False,
pm_css,654,22,4,18,5,12 3 2 1 1 1 1 1,0.3347107438016529,success,False,False,
pm_css,438,22,4,18,17,10 6 4 1 1,0.3181818181818182,success,False,False,
pm_css,433,22,4,18,5,6 3 2 2 1 1 1 1 1 1 1 1 1,0.128099173553719,success,False,False,
pm_css,858,22,4,18,2,6 3 3 2 2 2 2 1 1,0.1487603305785124,success,False,False,
pm_css,85,22,4,18,13,5 3 2 2 1 1 1 1 1 1 1 1 1 1,0.10743801652892562,success,False,False,
pm_css,697,22,4,18,14,10 2 2 2 1 1 1 1 1 1,0.24380165289256198,success,False,False,
pm_css,201,22,4,18,5,7 3 2 2 2 2 1 1 1 1,0.16115702479338842,success,False,False,
pm_css,94,22,4,18,0,12 6 4,0.4049586776859504,success,False,False,
pm_css,89,22,8,14,12,7 6 3 1 1 1 1 1 1,0.2066115702479339,success,False,False,
pm_css,773,22,8,14,12,8 4 2 2 2 1 1 1 1,0.19834710743801653,success,False,False,
pm_css,654,22,8,14,4,6 4 3 2 1 1 1 1 1 1 1,0.1487603305785124,success,False,False,
pm_css,438,22,8,14,13,9 5 3 3 2,0.2644628099173554,success,False,False,
pm_css,433,22,8,14,4,5 5 4 2 2 2 1 1,0.1652892561983471,success,False,False,
pm_css,858,22,8,14,2,12 3 2 2 1 1 1,0.33884297520661155,success,False,False,
pm_css,85,22,8,14,10,6 4 3 2 1 1 1 1 1 1 1,0.1487603305785124,success,False,False,
pm_css,697,22,8,14,11,8 3 3 2 2 1 1 1 1,0.19421487603305784,success,False,False,
pm_css,201,22,8,14,4,4 4 3 3 2 1 1 1 1 1 1,0.12396694214876033,success,False,False,
pm_css,94,22,8,14,0,12 4 3 1 1 1,0.35537190082644626,success,False,False,
pm_css,89,22,12,10,9,7 6 4 3 1 1,0.23140495867768596,success,False,False,
pm_css,773,22,12,10,9,6 5 4 2 1 1 1 1 1,0.17768595041322313,success,False,False,
pm_css,654,22,12,10,3,7 5 4 3 1 1 1,0.21074380165289255,success,False,False,
pm_css,438,22,12,10,10,10 7 3 1 1,0.3305785123966942,success,False,False,
pm_css,433,22,12,10,2,6 4 4 3 2 1 1 1,0.17355371900826447,success,False,False,
pm_css,858,22,12,10,1,10 4 3 2 1 1 1,0.2727272727272727,success,False,False,
pm_css,85,22,12,10,7,6 2 2 2 2 1 1 1 1 1 1 1 1,0.12396694214876033,success,False,False,
pm_css,697,22,12,10,8,8 6 2 2 2 1 1,0.23553719008264462,success,False,False,
pm_css,201,22,12,10,3,6 4 2 2 1 1 1 1 1 1 1 1,0.14049586776859505,success,False,False,
pm_css,94,22,12,10,0,10 5 4 2 1,0.30165289256198347,success,False,False,
pm_css,89,22,16,6,6,10 5 3 1 1 1 1,0.28512396694214875,success,False,False,
pm_css,773,22,16,6,5,9 6 2 2 1 1 1,0.2644628099173554,success,False,False,
pm_css,654,22,16,6,2,7 3 3 3 3 2 1,0.1859504132231405,success,False,False,
pm_css,438,22,16,6,6,9 8 2 2 1,0.3181818181818182,success,False,False,
pm_css,433,22,16,6,1,11 3 2 2 2 1 1,0.2975206611570248,success,False,False,
pm_css,858,22,16,6,1,9 4 2 2 2 2 1,0.23553719008264462,success,False,False,
pm_css,85,22,16,6,4,11 4 4 2 1,0.32644628099173556,success,False,False,
pm_css,697,22,16,6,5,6 4 4 4 1 1 1 1,0.18181818181818182,success,False,False,
pm_css,201,22,16,6,2,7 4 3 2 2 2 1 1,0.18181818181818182,success,False,False,
pm_css,94,22,16,6,0,8 6 4 2 1 1,0.25206611570247933,success,False,False,
pm_css,89,22,20,2,2,14 8,0.5371900826446281,success,False,False,
pm_css,773,22,20,2,2,16 6,0.6033057851239669,success,False,False,
pm_css,654,22,20,2,0,18 4,0.7024793388429752,success,False,False,
pm_css,438,22,20,2,2,18 4,0.7024793388429752,success,False,False,
pm_css,433,22,20,2,0,16 6,0.6033057851239669,success,False,False,
pm_css,858,22,20,2,0,16 6,0.6033057851239669,success,False,False,
pm_css,85,22,20,2,2,16 6,0.6033057851239669,success,False,False,
pm_css,697,22,20,2,2,12 10,0.5041322314049587,success,False,False,
pm_css,201,22,20,2,0,16 6,0.6033057851239669,success,False,False,
pm_css,94,22,20,2,0,14 8,0.5371900826446281,success,False,False,
pm_css,89,23,0,23,20,8 5 4 4 2,0.23629489603024575,success,False,False,
pm_css,773,23,0,23,20,6 6 4 3 2 2,0.19848771266540643,success,False,False,
pm_css,654,23,0,23,7,5 5 3 2 2 2 1 1 1 1,0.14177693761814744,success,False,False,
pm_css,438,23,0,23,22,12 11,0.500945179584121,success,False,False,
pm_css,433,23,0,23,6,7 3 3 3 2 2 2 1,0.16824196597353497,success,False,False,
pm_css,858,23,0,23,3,8 6 4 4 1,0.2514177693761815,success,False,False,
pm_css,85,23,0,23,17,8 4 3 2 2 2 1 1,0.1947069943289225,success,False,False,
pm_css,697,23,0,23,18,12 3 3 1 1 1 1 1,0.31568998109640833,success,False,False,
pm_css,201,23,0,23,7,4 3 3 3 3 2 2 1 1 1,0.11909262759924386,success,False,False,
pm_css,94,23,0,23,1,15 8,0.5463137996219282,success,False,False,
pm_css,89,23,4,19,17,6 6 3 2 2 1 1 1 1,0.17580340264650285,success,False,False,
pm_css,773,23,4,19,16,8 8 2 2 2 1,0.2665406427221172,success,False,False,
pm_css,654,23,4,19,6,6 3 2 2 2 1 1 1 1 1 1 1 1,0.12287334593572778,success,False,False,
pm_css,438,23,4,19,18,12 4 4 1 1 1,0.3383742911153119,success,False,False,
pm_css,433,23,4,19,5,10 2 2 1 1 1 1 1 1 1 1 1,0.22117202268431002,success,False,False,
pm_css,858,23,4,19,3,8 5 4 2 1 1 1 1,0.21361058601134217,success,False,False,
pm_css,85,23,4,19,14,5 4 3 2 1 1 1 1 1 1 1 1 1,0.11909262759924386,success,False,False,
pm_css,697,23,4,19,15,5 5 2 2 2 1 1 1 1 1 1 1,0.13043478260869565,success,False,False,
pm_css,201,23,4,19,5,9 3 3 2 1 1 1 1 1 1,0.2060491493383743,success,False,False,
pm_css,94,23,4,19,0,9 8 3 1 1 1,0.29678638941398866,success,False,False,
pm_css,89,23,8,15,13,4 2 2 2 2 2 1 1 1 1 1 1 1 1 1,0.08506616257088846,success,False,False,
pm_css,773,23,8,15,13,8 4 3 2 1 1 1 1 1 1,0.18714555765595464,success,False,False,
pm_css,654,23,8,15,4,6 3 3 3 3 2 1 1 1,0.14933837429111532,success,False,False,
pm_css,438,23,8,15,14,12 4 3 2 1 1,0.33081285444234404,success,False,False,
pm_css,433,23,8,15,4,7 5 2 2 1 1 1 1 1 1 1,0.16824196597353497,success,False,False,
pm_css,858,23,8,15,2,9 4 3 3 1 1 1 1,0.22495274102079396,success,False,False,
pm_css,85,23,8,15,11,6 6 2 2 1 1 1 1 1 1 1,0.16446124763705103,success,False,False,
pm_css,697,23,8,15,12,8 4 4 2 1 1 1 1 1,0.19848771266540643,success,False,False,
pm_css,201,23,8,15,4,5 3 2 2 1 1 1 1 1 1 1 1 1 1 1,0.1001890359168242,success,False,False,
pm_css,94,23,8,15,0,13 4 3 2 1,0.3761814744801512,success,False,False,
pm_css,89,23,12,11,10,8 8 3 1 1 1 1,0.2665406427221172,success,False,False,
pm_css,773,23,12,11,10,7 4 3 3 2 2 1 1,0.17580340264650285,success,False,False,
pm_css,654,23,12,11,3,8 4 4 3 2 2,0.21361058601134217,success,False,False,
pm_css,438,23,12,11,11,9 8 3 2 1,0.3005671077504726,success,False,False,
pm_css,433,23,12,11,3,4 4 3 3 2 2 2 1 1 1,0.12287334593572778,success,False,False,
pm_css,858,23,12,11,1,10 5 4 2 1 1,0.277882797731569,success,False,False,
pm_css,85,23,12,11,8,8 3 2 2 1 1 1 1 1 1 1 1,0.16824196597353497,success,False,False,
pm_css,697,23,12,11,9,8 7 2 2 1 1 1 1,0.23629489603024575,success,False,False,
pm_css,201,23,12,11,3,6 6 3 3 2 1 1 1,0.1833648393194707,success,False,False,
pm_css,94,23,12,11,0,10 5 4 2 1 1,0.277882797731569,success,False,False,
pm_css,89,23,16,7,6,6 6 3 2 2 1 1 1 1,0.17580340264650285,success,False,False,
pm_css,773,23,16,7,6,7 7 3 2 2 1 1,0.22117202268431002,success,False,False,
pm_css,654,23,16,7,2,7 7 2 2 1 1 1 1 1,0.20982986767485823,success,False,False,
pm_css,438,23,16,7,7,10 7 3 2 1,0.30812854442344045,success,False,False,
pm_css,433,23,16,7,2,8 5 4 2 1 1 1 1,0.21361058601134217,success,False,False,
pm_css,858,23,16,7,1,8 6 4 2 2 1,0.23629489603024575,success,False,False,
pm_css,85,23,16,7,5,8 6 4 3 1 1,0.24007561436672967,success,False,False,
pm_css,697,23,16,7,6,8 6 3 2 1 1 1 1,0.22117202268431002,success,False,False,
pm_css,201,23,16,7,2,5 4 3 3 2 1 1 1 1 1 1,0.13043478260869565,success,False,False,
pm_css,94,23,16,7,0,11 5 4 2 1,0.31568998109640833,success,False,False,
pm_css,89,23,20,3,3,12 7 4,0.3950850661625709,success,False,False,
pm_css,773,23,20,3,3,13 6 4,0.41776937618147447,success,False,False,
pm_css,654,23,20,3,1,4 4 4 4 3 2 2,0.15311909262759923,success,False,False,
pm_css,438,23,20,3,3,17 4 2,0.5841209829867675,success,False,False,
pm_css,433,23,20,3,1,13 10,0.5085066162570888,success,False,False,
pm_css,858,23,20,3,0,16 6 1,0.553875236294896,success,False,False,
pm_css,85,23,20,3,2,14 5 4,0.44801512287334594,success,False,False,
pm_css,697,23,20,3,3,15 6 2,0.500945179584121,success,False,False,
pm_css,201,23,20,3,1,9 8 3 3,0.30812854442344045,success,False,False,
pm_css,94,23,20,3,0,12 4 3 2 2,0.33459357277882795,success,False,False,
pm_css,89,24,0,24,21,14 4 4 2,0.4027777777777778,success,False,False,
pm_css,773,24,0,24,21,11 5 3 2 2 1,0.2847222222222222,success,False,False,
pm_css,654,24,0,24,7,6 4 4 4 2 2 1 1,0.16319444444444445,success,False,False,
pm_css,438,24,0,24,23,15 9,0.53125,success,False,False,
pm_css,433,24,0,24,6,14 4 2 1 1 1 1,0.3819444444444444,success,False,False,
pm_css,858,24,0,24,3,10 8 4 1 1,0.3159722222222222,success,False,False,
pm_css,85,24,0,24,17,14 2 2 2 2 1 1,0.3715277777777778,success,False,False,
pm_css,697,24,0,24,18,6 4 3 3 2 2 1 1 1 1,0.1423611111111111,success,False,False,
pm_css,201,24,0,24,7,12 6 4 2,0.3472222222222222,success,False,False,
pm_css,94,24,0,24,1,16 8,0.5555555555555556,success,False,False,
pm_css,89,24,4,20,18,6 6 3 2 2 2 1 1 1,0.16666666666666666,success,False,False,
pm_css,773,24,4,20,17,6 5 3 2 1 1 1 1 1 1 1 1,0.1423611111111111,success,False,False,
pm_css,654,24,4,20,6,10 5 2 2 2 1 1 1,0.24305555555555555,success,False,False,
pm_css,438,24,4,20,19,10 8 4 2,0.3194444444444444,success,False,False,
pm_css,433,24,4,20,5,4 2 2 2 2 2 2 2 1 1 1 1 1 1,0.08680555555555555,success,False,False,
pm_css,858,24,4,20,3,5 5 4 2 2 2 1 1 1 1,0.1423611111111111,success,False,False,
pm_css,85,24,4,20,14,7 4 4 2 2 1 1 1 1 1,0.16319444444444445,success,False,False,
pm_css,697,24,4,20,15,8 4 4 2 1 1 1 1 1 1,0.1840277777777778,success,False,False,
pm_css,201,24,4,20,6,8 3 2 2 2 2 2 1 1 1,0.16666666666666666,success,False,False,
pm_css,94,24,4,20,0,18 3 2 1,0.5868055555555556,success,False,False,
pm_css,89,24,8,16,14,8 7 2 2 2 2 1,0.22569444444444445,success,False,False,
pm_css,773,24,8,16,14,6 4 3 3 2 1 1 1 1 1 1,0.1388888888888889,success,False,False,
